DR_NO,Part 1-2,Crm Cd,Crm Cd Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4
200509749.0,,236.0,INTIMATE PARTNER - AGGRAVATED ASSAULT,236.0,,,
,1.0,331.0,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),,,,
,2.0,,,354.0,,,
201014801.0,2.0,,BATTERY - SIMPLE ASSAULT,624.0,,,
200607345.0,2.0,,,624.0,,,
201225671.0,1.0,210.0,,210.0,,,
200808226.0,2.0,624.0,BATTERY - SIMPLE ASSAULT,624.0,,,
200113155.0,1.0,,ARSON,648.0,,,
,,624.0,BATTERY - SIMPLE ASSAULT,,,,
,,442.0,SHOPLIFTING - PETTY THEFT ($950 & UNDER),442.0,,,
200817763.0,1.0,,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),,,,
201013534.0,,,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",740.0,,,
200804167.0,1.0,,VEHICLE - STOLEN,510.0,,,
200707426.0,,740.0,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",,,,
200815591.0,,341.0,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",341.0,,,
200918041.0,,624.0,BATTERY - SIMPLE ASSAULT,624.0,,,
200215440.0,,330.0,BURGLARY FROM VEHICLE,,,,
200411179.0,,624.0,,624.0,,,
,1.0,510.0,VEHICLE - STOLEN,510.0,,,
,2.0,956.0,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",956.0,,,
,2.0,626.0,INTIMATE PARTNER - SIMPLE ASSAULT,626.0,,,
,1.0,310.0,BURGLARY,310.0,,,
200811514.0,,956.0,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",956.0,,,
200815556.0,2.0,901.0,,901.0,,,
,1.0,,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",230.0,,,
,1.0,,BURGLARY,310.0,,,
201221216.0,,,VEHICLE - STOLEN,510.0,,,
,,930.0,CRIMINAL THREATS - NO WEAPON DISPLAYED,,,,
,,220.0,,220.0,998.0,,
200115254.0,1.0,,,236.0,,,
200122742.0,1.0,,VEHICLE - STOLEN,,,,
200111575.0,,,BURGLARY FROM VEHICLE,330.0,,,
,,330.0,BURGLARY FROM VEHICLE,330.0,,,
201112438.0,,510.0,VEHICLE - STOLEN,510.0,,,
,1.0,,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,,,
200107644.0,2.0,,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",740.0,,,
200907386.0,,626.0,INTIMATE PARTNER - SIMPLE ASSAULT,626.0,,,
,,331.0,,,,,
200518164.0,1.0,420.0,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,,,
,2.0,745.0,,745.0,,,
201209188.0,,230.0,,230.0,,,
200913222.0,,442.0,,,,,
201005942.0,1.0,230.0,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",230.0,,,
200915072.0,2.0,,,624.0,,,
200307149.0,1.0,410.0,"BURGLARY FROM VEHICLE, ATTEMPTED",410.0,,,
,2.0,946.0,,946.0,,,
201009070.0,2.0,745.0,VANDALISM - MISDEAMEANOR ($399 OR UNDER),745.0,,,
,2.0,624.0,BATTERY - SIMPLE ASSAULT,,,,
200217256.0,1.0,,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",,,,
201213426.0,1.0,,VEHICLE - STOLEN,510.0,,,
201211274.0,,745.0,VANDALISM - MISDEAMEANOR ($399 OR UNDER),,,,
201106345.0,1.0,440.0,THEFT PLAIN - PETTY ($950 & UNDER),440.0,,,
200709734.0,1.0,320.0,,,,,
200404797.0,1.0,,,440.0,,,
200905509.0,1.0,330.0,BURGLARY FROM VEHICLE,,,,
201104010.0,1.0,236.0,,236.0,,,
201006684.0,,420.0,,420.0,,,
200613455.0,2.0,860.0,BATTERY WITH SEXUAL CONTACT,860.0,,,
,2.0,745.0,VANDALISM - MISDEAMEANOR ($399 OR UNDER),,,,
200407346.0,2.0,,,,,,
200308178.0,1.0,420.0,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),420.0,,,
200617190.0,,626.0,INTIMATE PARTNER - SIMPLE ASSAULT,,,,
200812606.0,2.0,624.0,,624.0,,,
200710639.0,1.0,420.0,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),420.0,,,
200816913.0,1.0,343.0,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),343.0,,,
201110841.0,,,,930.0,,,
200313387.0,2.0,,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",740.0,,,
200406962.0,,,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",230.0,,,
200306606.0,2.0,,,930.0,,,
,2.0,,CRIMINAL THREATS - NO WEAPON DISPLAYED,930.0,,,
200321545.0,1.0,310.0,BURGLARY,310.0,,,
201220629.0,1.0,331.0,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),331.0,,,
,,,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),,,,
200506295.0,1.0,,BURGLARY,310.0,,,
200708962.0,,237.0,,237.0,,,
200401150.0,,626.0,INTIMATE PARTNER - SIMPLE ASSAULT,,,,
201217676.0,2.0,354.0,THEFT OF IDENTITY,354.0,,,
200713582.0,1.0,510.0,,510.0,,,
,,761.0,BRANDISH WEAPON,,,,
,1.0,510.0,VEHICLE - STOLEN,,,,
201226641.0,,,CRIMINAL THREATS - NO WEAPON DISPLAYED,930.0,,,
200908289.0,1.0,420.0,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),420.0,,,
200218265.0,1.0,420.0,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),420.0,,,
200110537.0,,946.0,OTHER MISCELLANEOUS CRIME,,,,
,2.0,662.0,,662.0,,,
200914223.0,1.0,310.0,,310.0,,,
200913147.0,1.0,331.0,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),331.0,,,
,1.0,330.0,BURGLARY FROM VEHICLE,330.0,,,
,1.0,230.0,,230.0,998.0,,
200513209.0,,480.0,,,,,
201110135.0,2.0,745.0,VANDALISM - MISDEAMEANOR ($399 OR UNDER),,,,
200912667.0,1.0,510.0,,510.0,,,
,,354.0,THEFT OF IDENTITY,354.0,,,
200509452.0,2.0,624.0,BATTERY - SIMPLE ASSAULT,624.0,,,
200104238.0,1.0,330.0,,330.0,,,
,1.0,330.0,BURGLARY FROM VEHICLE,,,,
,,520.0,VEHICLE - ATTEMPT STOLEN,520.0,,,
200216965.0,1.0,230.0,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",230.0,,,
,2.0,,BATTERY - SIMPLE ASSAULT,624.0,,,
200816196.0,1.0,,,330.0,,,
,,626.0,,,,,
200206595.0,2.0,740.0,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",740.0,,,
200406414.0,,901.0,VIOLATION OF RESTRAINING ORDER,901.0,,,
201115322.0,,510.0,,,,,
,1.0,510.0,VEHICLE - STOLEN,,,,
,,813.0,CHILD ANNOYING (17YRS & UNDER),813.0,,,
,,,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",,,,
200212661.0,1.0,440.0,THEFT PLAIN - PETTY ($950 & UNDER),440.0,,,
201013584.0,2.0,627.0,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,627.0,,,
200618707.0,1.0,440.0,,440.0,,,
200321693.0,,,,,,,
201222369.0,2.0,624.0,BATTERY - SIMPLE ASSAULT,624.0,,,
200614854.0,,,VANDALISM - MISDEAMEANOR ($399 OR UNDER),745.0,,,
200304322.0,2.0,745.0,,,,,
,,510.0,,510.0,,,
201011546.0,2.0,,INTIMATE PARTNER - SIMPLE ASSAULT,,,,
200108445.0,2.0,626.0,,626.0,,,
,1.0,,,110.0,998.0,,
,,235.0,CHILD ABUSE (PHYSICAL) - AGGRAVATED ASSAULT,235.0,,,
200200812.0,2.0,,DISCHARGE FIREARMS/SHOTS FIRED,753.0,,,
200219164.0,2.0,626.0,INTIMATE PARTNER - SIMPLE ASSAULT,626.0,,,
200306431.0,1.0,510.0,,,,,
200106107.0,,440.0,THEFT PLAIN - PETTY ($950 & UNDER),440.0,,,
,,740.0,,740.0,,,
201014634.0,2.0,626.0,,,,,
201307754.0,2.0,,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),812.0,,,
200713012.0,,,BATTERY - SIMPLE ASSAULT,624.0,,,
200704135.0,2.0,626.0,INTIMATE PARTNER - SIMPLE ASSAULT,626.0,,,
200206770.0,,330.0,BURGLARY FROM VEHICLE,330.0,,,
200908205.0,2.0,624.0,BATTERY - SIMPLE ASSAULT,624.0,,,
200310437.0,2.0,,BATTERY POLICE (SIMPLE),623.0,,,
200317546.0,2.0,888.0,TRESPASSING,,,,
,1.0,,THEFT PLAIN - PETTY ($950 & UNDER),440.0,,,
200207151.0,1.0,480.0,BIKE - STOLEN,,,,
,,440.0,THEFT PLAIN - PETTY ($950 & UNDER),440.0,,,
200200511.0,1.0,230.0,,,998.0,,
,2.0,,,,,,
200117435.0,2.0,354.0,THEFT OF IDENTITY,354.0,,,
201308497.0,2.0,,,624.0,,,
200200771.0,1.0,,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",230.0,998.0,,
201116466.0,2.0,745.0,VANDALISM - MISDEAMEANOR ($399 OR UNDER),,,,
200120520.0,1.0,,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),420.0,,,
201112420.0,,,THEFT OF IDENTITY,,,,
,,624.0,,,,,
200807452.0,,310.0,BURGLARY,310.0,,,
,1.0,,ATTEMPTED ROBBERY,220.0,,,
,1.0,310.0,BURGLARY,310.0,,,
,2.0,626.0,INTIMATE PARTNER - SIMPLE ASSAULT,,,,
200414039.0,1.0,,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",,998.0,,
,,230.0,,,,,
200306713.0,,815.0,SEXUAL PENETRATION W/FOREIGN OBJECT,,,,
,,860.0,BATTERY WITH SEXUAL CONTACT,,,,
200108316.0,,888.0,TRESPASSING,888.0,,,
200108083.0,1.0,,THEFT PLAIN - PETTY ($950 & UNDER),,,,
200812346.0,1.0,,BURGLARY,310.0,,,
200500833.0,1.0,,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",,998.0,,
200120092.0,2.0,,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",,,,
201206350.0,,900.0,,900.0,,,
201207422.0,2.0,625.0,OTHER ASSAULT,,,,
,2.0,354.0,THEFT OF IDENTITY,354.0,,,
200107787.0,1.0,330.0,BURGLARY FROM VEHICLE,,,,
200316201.0,,624.0,BATTERY - SIMPLE ASSAULT,,,,
200905903.0,,,,956.0,,,
200315919.0,2.0,624.0,BATTERY - SIMPLE ASSAULT,624.0,,,
201115109.0,,626.0,INTIMATE PARTNER - SIMPLE ASSAULT,626.0,,,
,2.0,624.0,BATTERY - SIMPLE ASSAULT,624.0,,,
200119596.0,,210.0,ROBBERY,210.0,,,
200308156.0,2.0,,BATTERY - SIMPLE ASSAULT,624.0,,,
200717304.0,1.0,510.0,VEHICLE - STOLEN,510.0,,,
200809775.0,1.0,331.0,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),,,,
200713656.0,2.0,745.0,VANDALISM - MISDEAMEANOR ($399 OR UNDER),,,,
200108091.0,2.0,624.0,BATTERY - SIMPLE ASSAULT,624.0,,,
201222061.0,,626.0,INTIMATE PARTNER - SIMPLE ASSAULT,,,,
201221333.0,1.0,230.0,,,,,
200320065.0,2.0,624.0,BATTERY - SIMPLE ASSAULT,624.0,,,
200207911.0,1.0,420.0,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),420.0,,,
201010083.0,2.0,626.0,INTIMATE PARTNER - SIMPLE ASSAULT,626.0,930.0,,
200120232.0,1.0,,THEFT PLAIN - PETTY ($950 & UNDER),,,,
200808398.0,1.0,,,341.0,,,
200913843.0,2.0,,CRIMINAL THREATS - NO WEAPON DISPLAYED,,998.0,,
200708698.0,1.0,310.0,BURGLARY,310.0,,,
,,810.0,"SEX,UNLAWFUL(INC MUTUAL CONSENT, PENETRATION W/ FRGN OBJ",810.0,,,
200200825.0,1.0,310.0,BURGLARY,310.0,998.0,,
,1.0,331.0,,331.0,,,
,1.0,330.0,,330.0,,,
200512113.0,1.0,121.0,"RAPE, FORCIBLE",121.0,,,
,1.0,510.0,VEHICLE - STOLEN,510.0,,,
201107642.0,1.0,310.0,BURGLARY,310.0,,,
201113096.0,,331.0,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),,,,
200216207.0,1.0,230.0,,,998.0,,
200711569.0,,331.0,,331.0,998.0,,
200412850.0,,510.0,VEHICLE - STOLEN,,,,
200113220.0,,310.0,BURGLARY,,,,
200112974.0,,510.0,VEHICLE - STOLEN,510.0,,,
200515745.0,1.0,440.0,,440.0,,,
201213190.0,,850.0,,850.0,,,
200710777.0,,,,626.0,,,
201105353.0,2.0,740.0,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",740.0,,,
,,420.0,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),420.0,,,
200413731.0,2.0,888.0,,,,,
200304384.0,,510.0,VEHICLE - STOLEN,510.0,,,
,2.0,662.0,"BUNCO, GRAND THEFT",662.0,,,
201210863.0,1.0,421.0,THEFT FROM MOTOR VEHICLE - ATTEMPT,421.0,,,
,2.0,,FAILURE TO YIELD,890.0,,,
200915240.0,2.0,624.0,BATTERY - SIMPLE ASSAULT,,,,
200116820.0,1.0,440.0,,,,,
,1.0,210.0,ROBBERY,,,,
,1.0,,BURGLARY,310.0,,,
201116432.0,,,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),,,,
200214289.0,,510.0,VEHICLE - STOLEN,,,,
200913637.0,2.0,,BATTERY - SIMPLE ASSAULT,624.0,998.0,,
,2.0,354.0,THEFT OF IDENTITY,354.0,,,
,1.0,440.0,THEFT PLAIN - PETTY ($950 & UNDER),,,,
201216698.0,1.0,440.0,THEFT PLAIN - PETTY ($950 & UNDER),,,,
201308572.0,1.0,,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",,,,
200104806.0,2.0,888.0,TRESPASSING,888.0,,,
200104044.0,2.0,930.0,,930.0,,,
200314528.0,2.0,624.0,BATTERY - SIMPLE ASSAULT,,,,
201112134.0,,,,354.0,,,
201009361.0,2.0,,BATTERY WITH SEXUAL CONTACT,624.0,,,
200506301.0,,230.0,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",230.0,440.0,,
,,,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",,,,
200407747.0,1.0,,VEHICLE - STOLEN,,,,
200911495.0,2.0,354.0,,354.0,,,
200214477.0,,,BIKE - STOLEN,480.0,,,
,2.0,745.0,VANDALISM - MISDEAMEANOR ($399 OR UNDER),,,,
200813302.0,1.0,,,480.0,,,
200914308.0,1.0,,BURGLARY FROM VEHICLE,330.0,,,
201005999.0,1.0,330.0,,330.0,,,
200218937.0,2.0,624.0,,,,,
200816604.0,,668.0,"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",668.0,,,
,1.0,480.0,,,,,
,1.0,230.0,,230.0,,,
200114618.0,1.0,230.0,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",230.0,,,
,2.0,,,930.0,,,
,1.0,440.0,,,,,
201116899.0,2.0,740.0,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",740.0,,,
201224505.0,1.0,,VEHICLE - STOLEN,510.0,,,
,2.0,901.0,VIOLATION OF RESTRAINING ORDER,901.0,,,
200108525.0,1.0,330.0,BURGLARY FROM VEHICLE,,,,
,1.0,510.0,,,,,
200617049.0,,,VEHICLE - STOLEN,,,,
200115216.0,,740.0,,740.0,,,
,1.0,,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",,,,
,1.0,815.0,SEXUAL PENETRATION W/FOREIGN OBJECT,815.0,,,
,1.0,,,230.0,,,
200312846.0,,350.0,"THEFT, PERSON",,,,
200807382.0,,510.0,VEHICLE - STOLEN,,,,
201104565.0,1.0,510.0,,,,,
,1.0,236.0,,,,,
,1.0,,ROBBERY,210.0,998.0,,
,,,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,,,,
201109436.0,1.0,,,,,,
,1.0,510.0,VEHICLE - STOLEN,510.0,,,
200506169.0,,888.0,TRESPASSING,888.0,,,
,,745.0,,745.0,,,
200608848.0,2.0,,INTIMATE PARTNER - SIMPLE ASSAULT,626.0,,,
,,,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),420.0,,,
,2.0,,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",956.0,,,
,1.0,510.0,VEHICLE - STOLEN,,,,
200100886.0,,230.0,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",230.0,,,
,2.0,740.0,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",740.0,,,
,,330.0,BURGLARY FROM VEHICLE,330.0,,,
,1.0,,,,761.0,930.0,998.0
201111205.0,,,VEHICLE - STOLEN,510.0,,,
200804157.0,,,,745.0,,,
200611751.0,,,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),331.0,,,
201111061.0,,624.0,BATTERY - SIMPLE ASSAULT,624.0,,,
,1.0,,BURGLARY FROM VEHICLE,330.0,,,
201304872.0,2.0,237.0,,,,,
200913617.0,,510.0,VEHICLE - STOLEN,510.0,,,
201016010.0,1.0,442.0,SHOPLIFTING - PETTY THEFT ($950 & UNDER),,,,
200213956.0,2.0,626.0,INTIMATE PARTNER - SIMPLE ASSAULT,,,,
201105669.0,2.0,,,,998.0,,
,1.0,,,,,,
,,341.0,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",341.0,,,
201015773.0,1.0,,INTIMATE PARTNER - AGGRAVATED ASSAULT,236.0,,,
200706476.0,,341.0,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",341.0,,,
201213430.0,1.0,510.0,VEHICLE - STOLEN,510.0,,,
,1.0,440.0,THEFT PLAIN - PETTY ($950 & UNDER),,,,
200717568.0,1.0,,THEFT PLAIN - PETTY ($950 & UNDER),,,,
,,,CRIMINAL THREATS - NO WEAPON DISPLAYED,930.0,,,
201217324.0,1.0,110.0,CRIMINAL HOMICIDE,,,,
200619085.0,1.0,648.0,ARSON,648.0,,,
,,,BATTERY - SIMPLE ASSAULT,624.0,,,
,1.0,510.0,VEHICLE - STOLEN,510.0,,,
200120423.0,2.0,624.0,,624.0,,,
200405406.0,,,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",740.0,,,
201109414.0,2.0,,OTHER ASSAULT,,,,
200304791.0,2.0,930.0,CRIMINAL THREATS - NO WEAPON DISPLAYED,930.0,,,
,,626.0,INTIMATE PARTNER - SIMPLE ASSAULT,626.0,,,
201006303.0,,354.0,THEFT OF IDENTITY,354.0,,,
200213378.0,1.0,,BURGLARY,310.0,,,
,2.0,930.0,CRIMINAL THREATS - NO WEAPON DISPLAYED,,,,
200511024.0,,,,,,,
,1.0,,,,,,
200717311.0,2.0,625.0,,,,,
200514671.0,1.0,230.0,,230.0,,,
200813610.0,,420.0,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),420.0,,,
,1.0,236.0,,,,,
200505534.0,1.0,,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),420.0,,,
200209340.0,,,CRIMINAL THREATS - NO WEAPON DISPLAYED,,,,
,2.0,740.0,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",,,,
201116812.0,2.0,625.0,OTHER ASSAULT,,,,
201223603.0,2.0,930.0,CRIMINAL THREATS - NO WEAPON DISPLAYED,930.0,,,
,2.0,624.0,BATTERY - SIMPLE ASSAULT,,,,
200320889.0,1.0,331.0,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),331.0,,,
,,210.0,ROBBERY,,,,
200106813.0,2.0,745.0,VANDALISM - MISDEAMEANOR ($399 OR UNDER),745.0,,,
,2.0,745.0,VANDALISM - MISDEAMEANOR ($399 OR UNDER),745.0,,,
200121248.0,2.0,860.0,BATTERY WITH SEXUAL CONTACT,860.0,,,
200413112.0,,,SHOPLIFTING - PETTY THEFT ($950 & UNDER),442.0,,,
,2.0,845.0,SEX OFFENDER REGISTRANT OUT OF COMPLIANCE,,,,
200305910.0,2.0,740.0,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",740.0,,,
200612689.0,1.0,330.0,BURGLARY FROM VEHICLE,330.0,,,
200507518.0,1.0,220.0,ATTEMPTED ROBBERY,220.0,,,
200107518.0,1.0,210.0,ROBBERY,,,,
200715373.0,2.0,,EXTORTION,,,,
200817777.0,1.0,510.0,VEHICLE - STOLEN,510.0,,,
201226267.0,1.0,510.0,VEHICLE - STOLEN,510.0,,,
200805505.0,1.0,331.0,,331.0,,,
201104678.0,1.0,310.0,,,,,
200215219.0,1.0,,,210.0,624.0,,
200206925.0,2.0,,VANDALISM - MISDEAMEANOR ($399 OR UNDER),,,,
200317853.0,,,,236.0,,,
200517684.0,1.0,442.0,SHOPLIFTING - PETTY THEFT ($950 & UNDER),442.0,,,
201000805.0,2.0,,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",740.0,,,
201305564.0,1.0,210.0,ROBBERY,210.0,998.0,,
201204684.0,,626.0,INTIMATE PARTNER - SIMPLE ASSAULT,626.0,,,
200307328.0,1.0,,THEFT PLAIN - PETTY ($950 & UNDER),440.0,,,
200706128.0,1.0,,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),420.0,,,
200209583.0,2.0,745.0,VANDALISM - MISDEAMEANOR ($399 OR UNDER),745.0,,,
200215394.0,,,INTIMATE PARTNER - SIMPLE ASSAULT,626.0,,,
,,236.0,INTIMATE PARTNER - AGGRAVATED ASSAULT,236.0,,,
,1.0,,BURGLARY,,,,
200510567.0,1.0,310.0,,310.0,998.0,,
201006322.0,2.0,,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",740.0,,,
200310379.0,,220.0,ATTEMPTED ROBBERY,220.0,,,
200311759.0,,440.0,THEFT PLAIN - PETTY ($950 & UNDER),440.0,,,
200313587.0,1.0,,ROBBERY,210.0,,,
200313804.0,,440.0,THEFT PLAIN - PETTY ($950 & UNDER),440.0,,,
200114752.0,1.0,210.0,ROBBERY,,998.0,,
,,480.0,BIKE - STOLEN,,,,
,1.0,420.0,,420.0,,,
200710618.0,1.0,510.0,VEHICLE - STOLEN,510.0,,,
200506378.0,1.0,230.0,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",230.0,,,
,,510.0,,510.0,,,
200121932.0,1.0,440.0,THEFT PLAIN - PETTY ($950 & UNDER),440.0,,,
201211002.0,,,BATTERY - SIMPLE ASSAULT,624.0,,,
201112936.0,2.0,,BATTERY - SIMPLE ASSAULT,624.0,,,
,,,,341.0,,,
,2.0,,,624.0,,,
200116842.0,,625.0,OTHER ASSAULT,625.0,,,
200307739.0,,761.0,,761.0,,,
200414689.0,,740.0,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",740.0,,,
,2.0,649.0,,649.0,,,
200611958.0,,121.0,"RAPE, FORCIBLE",,,,
200318811.0,1.0,310.0,BURGLARY,310.0,,,
,1.0,,,230.0,,,
,2.0,930.0,CRIMINAL THREATS - NO WEAPON DISPLAYED,,,,
200407154.0,,,,520.0,,,
201219587.0,2.0,,BATTERY - SIMPLE ASSAULT,624.0,998.0,,
200700673.0,2.0,,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",,998.0,,
200214973.0,1.0,420.0,,420.0,,,
,2.0,624.0,BATTERY - SIMPLE ASSAULT,624.0,,,
,1.0,,,330.0,,,
201309686.0,,341.0,,341.0,,,
201226290.0,1.0,761.0,BRANDISH WEAPON,761.0,,,
,2.0,660.0,,660.0,998.0,,
,,624.0,BATTERY - SIMPLE ASSAULT,624.0,,,
,1.0,236.0,INTIMATE PARTNER - AGGRAVATED ASSAULT,,998.0,,
201221567.0,2.0,624.0,,624.0,,,
,1.0,,"BURGLARY, ATTEMPTED",,,,
,2.0,662.0,,662.0,,,
200110173.0,1.0,,BURGLARY FROM VEHICLE,,,,
200217390.0,1.0,310.0,,310.0,,,
201111695.0,2.0,354.0,THEFT OF IDENTITY,354.0,,,
,,210.0,ROBBERY,210.0,998.0,,
200815658.0,2.0,860.0,,,,,
200606760.0,2.0,624.0,BATTERY - SIMPLE ASSAULT,624.0,,,
200207609.0,,210.0,ROBBERY,,,,
,1.0,,,341.0,,,
200213528.0,2.0,,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",,,,
,1.0,,,230.0,,,
,,354.0,,,,,
,2.0,354.0,THEFT OF IDENTITY,354.0,,,
200307787.0,1.0,510.0,VEHICLE - STOLEN,,,,
200314161.0,1.0,510.0,VEHICLE - STOLEN,510.0,,,
,1.0,330.0,,,,,
200218921.0,1.0,510.0,,510.0,,,
200618530.0,1.0,,BURGLARY FROM VEHICLE,,,,
200615875.0,2.0,745.0,VANDALISM - MISDEAMEANOR ($399 OR UNDER),,,,
200712457.0,1.0,,,442.0,,,
,1.0,,BURGLARY,310.0,,,
200618524.0,2.0,,"BUNCO, GRAND THEFT",662.0,,,
,2.0,753.0,,753.0,,,
200710427.0,2.0,626.0,INTIMATE PARTNER - SIMPLE ASSAULT,626.0,,,
200319842.0,1.0,,VEHICLE - STOLEN,510.0,,,
,,627.0,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,,,,
200614211.0,2.0,,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",740.0,998.0,,
200817639.0,1.0,,BURGLARY,310.0,,,
201225884.0,,624.0,,624.0,,,
200906889.0,2.0,624.0,BATTERY - SIMPLE ASSAULT,624.0,,,
201111600.0,1.0,331.0,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),331.0,,,
,1.0,210.0,ROBBERY,210.0,,,
,1.0,,"BURGLARY, ATTEMPTED",,,,
,1.0,310.0,,310.0,,,
201204278.0,1.0,510.0,,510.0,,,
201110300.0,1.0,,,310.0,,,
,2.0,740.0,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",,,,
200910667.0,,350.0,,350.0,,,
,1.0,330.0,BURGLARY FROM VEHICLE,330.0,,,
,,,ROBBERY,210.0,,,
200410379.0,,740.0,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",740.0,,,
201111720.0,1.0,,ROBBERY,210.0,,,
201212941.0,1.0,510.0,VEHICLE - STOLEN,510.0,,,
201211560.0,2.0,626.0,INTIMATE PARTNER - SIMPLE ASSAULT,,,,
200910672.0,2.0,625.0,,625.0,,,
201304428.0,,230.0,,230.0,,,
,1.0,,BURGLARY,310.0,998.0,,
200714935.0,2.0,354.0,THEFT OF IDENTITY,,,,
,,440.0,THEFT PLAIN - PETTY ($950 & UNDER),440.0,,,
201307174.0,1.0,420.0,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),420.0,,,
200713709.0,,648.0,,648.0,,,
200415778.0,2.0,860.0,BATTERY WITH SEXUAL CONTACT,,,,
