DR_NO,Status,Status Desc
200410780.0,,Invest Cont
201006289.0,,Invest Cont
,IC,Invest Cont
200412210.0,,
,IC,Invest Cont
,IC,Invest Cont
200316010.0,IC,Invest Cont
200907110.0,IC,Invest Cont
201204778.0,IC,
,IC,
200914981.0,,Invest Cont
,IC,
200413970.0,IC,
201305418.0,IC,Invest Cont
200105663.0,IC,
200812621.0,IC,Invest Cont
200311662.0,,Invest Cont
200618506.0,IC,Invest Cont
200118281.0,,Invest Cont
200312165.0,AA,
201206832.0,IC,Invest Cont
200313451.0,IC,Invest Cont
201207355.0,,Invest Cont
,IC,Invest Cont
,IC,Invest Cont
200404663.0,IC,Invest Cont
200116947.0,AO,Adult Other
201305529.0,IC,
200918367.0,IC,
200810240.0,,
200312261.0,IC,Invest Cont
,IC,
200105212.0,IC,
200206498.0,,Invest Cont
200510802.0,IC,
200218340.0,,
200705664.0,IC,Invest Cont
200604631.0,AO,
200905028.0,IC,Invest Cont
,AA,Adult Arrest
200107120.0,IC,Invest Cont
,AO,Adult Other
200906313.0,IC,Invest Cont
,IC,
200405027.0,,Invest Cont
200619238.0,IC,Invest Cont
,,
200512783.0,IC,
,AO,
201005385.0,IC,
200706765.0,IC,
200512754.0,AO,Adult Other
201225578.0,,Invest Cont
200408949.0,IC,Invest Cont
200814504.0,IC,Invest Cont
200708527.0,,Invest Cont
,IC,Invest Cont
200805392.0,,Adult Arrest
200605883.0,,Invest Cont
201306730.0,IC,
,AO,Adult Other
200810621.0,IC,Invest Cont
,,Invest Cont
200900955.0,AA,Adult Arrest
201200563.0,AA,Adult Arrest
200105947.0,IC,Invest Cont
201209460.0,,Invest Cont
200315977.0,,Invest Cont
200706332.0,IC,Invest Cont
200211811.0,IC,Invest Cont
200411380.0,AO,Adult Other
200609268.0,,Invest Cont
200900691.0,AA,Adult Arrest
201111576.0,IC,Invest Cont
201111997.0,AO,Adult Other
201107215.0,IC,Invest Cont
,,Invest Cont
200705431.0,AO,
200207335.0,IC,
,IC,Invest Cont
200413050.0,IC,Invest Cont
201219428.0,IC,Invest Cont
200206499.0,IC,Invest Cont
200814006.0,IC,
200316143.0,IC,Invest Cont
200204647.0,IC,Invest Cont
,,Invest Cont
,AA,
200808837.0,IC,Invest Cont
200306481.0,IC,Invest Cont
200615161.0,AA,
200310332.0,IC,Invest Cont
201214794.0,AA,Adult Arrest
,,Adult Other
,,Invest Cont
201008140.0,IC,Invest Cont
200918386.0,AO,Adult Other
,,Invest Cont
200500577.0,IC,Invest Cont
200317339.0,,Invest Cont
,IC,Invest Cont
201007646.0,IC,Invest Cont
200100554.0,IC,Invest Cont
,IC,Invest Cont
200205512.0,AO,Adult Other
,IC,Invest Cont
,,Invest Cont
,AO,
,IC,Invest Cont
201210024.0,,
200908510.0,,Invest Cont
,AA,
200816479.0,IC,Invest Cont
,IC,
,,Invest Cont
200611732.0,IC,
201309690.0,AO,Adult Other
,IC,
200910984.0,IC,Invest Cont
201012093.0,AO,Adult Other
201107548.0,IC,Invest Cont
200712651.0,,Adult Other
,IC,Invest Cont
200811130.0,IC,Invest Cont
200710820.0,IC,
201223309.0,AO,Adult Other
200113717.0,IC,Invest Cont
201217883.0,IC,Invest Cont
200617482.0,,
200315538.0,IC,Invest Cont
200307687.0,IC,Invest Cont
,IC,Invest Cont
200712856.0,IC,
,,
200609201.0,IC,Invest Cont
200317003.0,,
,,Adult Arrest
200113466.0,,
201208572.0,,Invest Cont
,AA,Adult Arrest
201004142.0,AO,Adult Other
200614069.0,IC,
,IC,Invest Cont
,IC,
200917286.0,,Adult Arrest
201014827.0,AA,Adult Arrest
201222597.0,IC,Invest Cont
200113451.0,IC,Invest Cont
201212630.0,,Invest Cont
,IC,Invest Cont
201305727.0,,Adult Other
201111893.0,IC,
200414348.0,IC,Invest Cont
,IC,Invest Cont
200605280.0,IC,Invest Cont
200616779.0,IC,Invest Cont
201005606.0,,Invest Cont
200713038.0,,Invest Cont
201309188.0,,Invest Cont
201012662.0,IC,Invest Cont
201214502.0,AA,Adult Arrest
,IC,Invest Cont
200812013.0,,Invest Cont
200212372.0,,Invest Cont
200319971.0,,Adult Arrest
,IC,Invest Cont
201010736.0,AO,
,,Invest Cont
,IC,Invest Cont
201104160.0,IC,
200709080.0,,Adult Other
200604182.0,IC,Invest Cont
200909850.0,IC,Invest Cont
,IC,Invest Cont
200406042.0,IC,Invest Cont
200116190.0,IC,Invest Cont
200613040.0,IC,Invest Cont
200207210.0,IC,Invest Cont
200610484.0,,Adult Arrest
200320020.0,,
,IC,Invest Cont
201109255.0,,Invest Cont
,IC,Invest Cont
201221464.0,IC,Invest Cont
200319949.0,IC,Invest Cont
201000898.0,,
200108428.0,,Invest Cont
200515253.0,IC,Invest Cont
200218507.0,IC,Invest Cont
201013303.0,IC,Invest Cont
200314959.0,AA,Adult Arrest
200618033.0,IC,Invest Cont
201305511.0,,
,,Adult Other
200305132.0,AA,Adult Arrest
200705873.0,AA,Adult Arrest
201210296.0,IC,Invest Cont
200814018.0,AO,
,IC,
200106897.0,AA,Adult Arrest
,,Invest Cont
,IC,Invest Cont
200413335.0,IC,Invest Cont
,,Adult Other
,IC,Invest Cont
200215862.0,,Invest Cont
200909229.0,,
201011142.0,,
200808010.0,IC,Invest Cont
200704339.0,AO,
,AO,Adult Other
200208416.0,,
200806609.0,IC,
200705863.0,,Invest Cont
200316396.0,IC,Invest Cont
,,Invest Cont
200817174.0,IC,Invest Cont
200611992.0,IC,Invest Cont
200613787.0,AO,Adult Other
201213326.0,IC,
,AA,Adult Arrest
200216975.0,AO,Adult Other
,IC,Invest Cont
,IC,
201004293.0,AA,Adult Arrest
200118738.0,IC,Invest Cont
200209549.0,IC,Invest Cont
200307674.0,IC,Invest Cont
200120570.0,IC,
200120058.0,IC,Invest Cont
200711397.0,,
200515482.0,AO,Adult Other
200508364.0,,Adult Other
200409682.0,AA,Adult Arrest
200617978.0,,Invest Cont
201216023.0,,Invest Cont
,IC,Invest Cont
200415988.0,IC,
201007089.0,IC,Invest Cont
,IC,Invest Cont
200116064.0,,Adult Arrest
,IC,Invest Cont
201105646.0,IC,Invest Cont
201009440.0,IC,
200512914.0,IC,
200106111.0,IC,Invest Cont
200814896.0,IC,
200510123.0,IC,Invest Cont
200506944.0,IC,Invest Cont
,IC,Invest Cont
200813734.0,,Adult Arrest
,IC,Invest Cont
,JO,
,IC,Invest Cont
201109908.0,,
200312457.0,IC,Invest Cont
200512726.0,IC,Invest Cont
200611421.0,,
200107130.0,IC,
200108452.0,,Invest Cont
200714914.0,IC,Invest Cont
200909602.0,IC,Invest Cont
,,Invest Cont
201307082.0,IC,Invest Cont
201224104.0,,
200312366.0,IC,Invest Cont
,AA,
201223121.0,AA,Adult Arrest
200504703.0,,Invest Cont
200411814.0,IC,Invest Cont
200208149.0,AO,Adult Other
200711150.0,IC,Invest Cont
200414485.0,,Invest Cont
200615566.0,,Adult Other
201210269.0,,Invest Cont
200206848.0,,Invest Cont
201217735.0,AO,
,IC,Invest Cont
200207752.0,,
200505526.0,IC,Invest Cont
,IC,Invest Cont
,,Invest Cont
200405322.0,IC,
200510675.0,IC,Invest Cont
200211284.0,IC,Invest Cont
201221439.0,,Invest Cont
200113126.0,AA,Adult Arrest
200706844.0,IC,Invest Cont
201111308.0,AA,Adult Arrest
201225066.0,AO,Adult Other
200316693.0,,
,IC,Invest Cont
200104670.0,IC,Invest Cont
,IC,Invest Cont
,IC,Invest Cont
200507056.0,,Adult Other
200308014.0,IC,Invest Cont
,IC,Invest Cont
200506170.0,AO,Adult Other
200810082.0,AO,
200808327.0,,Adult Other
200307912.0,IC,Invest Cont
200108925.0,,
200114901.0,IC,
201007704.0,AA,Adult Arrest
201204255.0,IC,Invest Cont
200317672.0,AA,
,,Invest Cont
200209545.0,IC,Invest Cont
201216405.0,,Invest Cont
201300865.0,AO,Adult Other
201213840.0,IC,Invest Cont
201206579.0,IC,Invest Cont
200607223.0,IC,Invest Cont
,AO,Adult Other
200214156.0,,Invest Cont
200511387.0,,Adult Other
,,Adult Other
200909337.0,AA,Adult Arrest
200206706.0,,Invest Cont
200505118.0,IC,
201110916.0,,Adult Other
,AO,Adult Other
200404944.0,AO,Adult Other
200214735.0,AO,
,IC,Invest Cont
200114527.0,IC,Invest Cont
,AA,Adult Arrest
200307086.0,IC,
200313431.0,IC,Invest Cont
,,Adult Arrest
200708438.0,IC,
,IC,Invest Cont
200410792.0,IC,
200716295.0,AO,
,IC,Invest Cont
201108156.0,IC,Invest Cont
200814799.0,IC,
,IC,Invest Cont
200509281.0,,Adult Arrest
200614112.0,IC,Invest Cont
200707636.0,AO,Adult Other
200611246.0,IC,Invest Cont
,,Invest Cont
201215262.0,AO,Adult Other
201217988.0,AO,
200809782.0,IC,Invest Cont
201205175.0,IC,Invest Cont
200904811.0,IC,Invest Cont
201113376.0,IC,Invest Cont
200706820.0,IC,Invest Cont
200713383.0,IC,Invest Cont
,IC,Invest Cont
201226899.0,,Adult Arrest
,IC,Invest Cont
200616478.0,IC,
200207334.0,AA,Adult Arrest
200810736.0,IC,Invest Cont
,AA,Adult Arrest
,IC,
,IC,Invest Cont
,IC,
200708152.0,IC,Invest Cont
200311548.0,,Invest Cont
201005964.0,AO,Adult Other
200908511.0,,Adult Other
,IC,Invest Cont
,IC,Invest Cont
200619483.0,IC,Invest Cont
200114122.0,IC,Invest Cont
,IC,
200617494.0,AO,Adult Other
,IC,Invest Cont
200414711.0,,Invest Cont
,IC,Invest Cont
201016395.0,AO,
200214057.0,IC,Invest Cont
200708195.0,AA,Adult Arrest
201109398.0,IC,Invest Cont
200917585.0,AO,Adult Other
200106723.0,IC,
200705916.0,IC,Invest Cont
201113978.0,IC,Invest Cont
200606682.0,,Invest Cont
200207600.0,IC,Invest Cont
200808738.0,IC,
200411232.0,,Invest Cont
201113065.0,IC,Invest Cont
200808100.0,AA,
200209618.0,AA,
200710038.0,IC,Invest Cont
201212842.0,IC,Invest Cont
,IC,Invest Cont
,,Invest Cont
200111223.0,,Invest Cont
200108404.0,,Adult Other
200113365.0,,Invest Cont
201106874.0,IC,Invest Cont
200716649.0,IC,Invest Cont
,IC,Invest Cont
200311389.0,IC,Invest Cont
,IC,
200605772.0,AO,
201209554.0,IC,
200610590.0,,Adult Other
,AO,Adult Other
200812427.0,IC,Invest Cont
,IC,Invest Cont
200212084.0,,Adult Arrest
200804707.0,,Invest Cont
,,Invest Cont
200207562.0,IC,Invest Cont
200911627.0,IC,Invest Cont
201306574.0,,Invest Cont
200906674.0,IC,
200313462.0,IC,Invest Cont
200912586.0,AO,Adult Other
201014253.0,IC,Invest Cont
201109224.0,IC,Invest Cont
200308584.0,IC,Invest Cont
200118573.0,IC,
201115573.0,IC,Invest Cont
200316454.0,IC,Invest Cont
,,Invest Cont
200108514.0,IC,
200310210.0,,Invest Cont
201211964.0,,
201211690.0,,Invest Cont
200215519.0,,Invest Cont
200613925.0,,Invest Cont
200914871.0,IC,Invest Cont
201217622.0,,Invest Cont
,IC,
200506744.0,IC,Invest Cont
200206865.0,IC,
200512437.0,AA,Adult Arrest
201109461.0,,Invest Cont
201007734.0,IC,
200914026.0,IC,
201010868.0,IC,Invest Cont
,IC,Invest Cont
,IC,Invest Cont
200806016.0,IC,Invest Cont
,IC,Invest Cont
,,Invest Cont
200914158.0,AA,Adult Arrest
200111653.0,IC,
200517861.0,AA,
200714496.0,IC,Invest Cont
200413407.0,IC,Invest Cont
201105331.0,IC,
,IC,
200611367.0,IC,Invest Cont
200211702.0,AO,
,,Invest Cont
201114650.0,IC,Invest Cont
200617986.0,IC,
200307275.0,,Invest Cont
,IC,
200215059.0,IC,
200616339.0,,Invest Cont
200312495.0,,Invest Cont
,AO,Adult Other
200310873.0,IC,
200905765.0,,
200605012.0,IC,Invest Cont
,IC,Invest Cont
200119957.0,IC,Invest Cont
200717053.0,,Invest Cont
200613346.0,IC,Invest Cont
200612283.0,IC,Invest Cont
200614017.0,AA,Adult Arrest
201206226.0,,
201007809.0,IC,Invest Cont
200115420.0,IC,Invest Cont
200516153.0,AO,Adult Other
200510859.0,AO,
,,Invest Cont
200904797.0,IC,Invest Cont
201009599.0,IC,Invest Cont
200712628.0,IC,Invest Cont
200122059.0,,Invest Cont
201010007.0,IC,Invest Cont
200515831.0,AA,Adult Arrest
200414908.0,,Invest Cont
200810358.0,IC,Invest Cont
,IC,
201208020.0,IC,Invest Cont
200113405.0,,Adult Other
,IC,Invest Cont
201113091.0,,Invest Cont
200300516.0,JA,Juv Arrest
,IC,Invest Cont
200809088.0,IC,
200614293.0,,Adult Arrest
200807486.0,,Invest Cont
,,Invest Cont
200110327.0,IC,Invest Cont
200812380.0,IC,Invest Cont
200700664.0,,Adult Arrest
201204766.0,,
200113470.0,IC,Invest Cont
200315539.0,IC,Invest Cont
,IC,Invest Cont
,,
201308956.0,IC,Invest Cont
200709546.0,,
201209518.0,IC,Invest Cont
,AO,Adult Other
201116969.0,IC,
200617744.0,,
200314890.0,,Invest Cont
,IC,
,IC,Invest Cont
200711350.0,,Invest Cont
200209588.0,,Invest Cont
200708534.0,,
200215659.0,IC,Invest Cont
201010262.0,,Invest Cont
,,Invest Cont
200313476.0,IC,Invest Cont
201009186.0,,Invest Cont
200808659.0,AA,Adult Arrest
201111791.0,IC,Invest Cont
,IC,Invest Cont
200710207.0,,
201226606.0,IC,Invest Cont
200206279.0,,Invest Cont
201115866.0,,
,IC,Invest Cont
200713982.0,,Invest Cont
201007107.0,AA,Adult Arrest
201209656.0,AO,Adult Other
200606980.0,,
201206921.0,IC,Invest Cont
200907767.0,AA,
200210031.0,IC,Invest Cont
200321341.0,AA,Adult Arrest
200214256.0,IC,Invest Cont
201305733.0,IC,Invest Cont
200505266.0,AO,Adult Other
,IC,Invest Cont
,IC,
200911873.0,IC,Invest Cont
,,Invest Cont
200606142.0,IC,
200407886.0,IC,Invest Cont
201010115.0,,Invest Cont
200905398.0,AO,
200918839.0,IC,
200905698.0,,Adult Arrest
,IC,Invest Cont
200707522.0,IC,Invest Cont
200717491.0,IC,Invest Cont
200812890.0,IC,Invest Cont
200116043.0,IC,Invest Cont
200811150.0,IC,
200913819.0,,
,AO,Adult Other
201209372.0,IC,
201007282.0,IC,Invest Cont
201214995.0,IC,
,AA,
200209660.0,IC,Invest Cont
200704431.0,,Invest Cont
201110412.0,IC,
,IC,Invest Cont
200616578.0,IC,Invest Cont
200110484.0,,Invest Cont
200904754.0,IC,Invest Cont
200713066.0,IC,Invest Cont
,AO,Adult Other
201204563.0,IC,Invest Cont
200104800.0,,Invest Cont
200320277.0,IC,Invest Cont
200613243.0,IC,
200509841.0,,Invest Cont
200316986.0,IC,
200607626.0,IC,Invest Cont
200308110.0,,Invest Cont
200910888.0,AA,Adult Arrest
200614351.0,AA,Adult Arrest
200618489.0,IC,
200709215.0,IC,Invest Cont
,AO,Adult Other
,IC,Invest Cont
201005208.0,IC,
,IC,Invest Cont
201226123.0,IC,Invest Cont
201116741.0,IC,
201109966.0,,Invest Cont
200308362.0,IC,Invest Cont
201110535.0,AO,
,IC,Invest Cont
,,Invest Cont
201209129.0,AO,Adult Other
200808825.0,IC,Invest Cont
,IC,Invest Cont
201217031.0,,Invest Cont
200407034.0,,Invest Cont
,IC,Invest Cont
,IC,
200416129.0,IC,
200709235.0,IC,Invest Cont
200310009.0,,Invest Cont
200707782.0,IC,
200816888.0,,Invest Cont
201308913.0,AO,
200112448.0,IC,Invest Cont
,IC,Invest Cont
200807531.0,,Invest Cont
201005112.0,IC,
200911622.0,AO,
200816727.0,IC,Invest Cont
201008367.0,IC,Invest Cont
200617661.0,IC,
201109170.0,IC,Invest Cont
200111275.0,IC,Invest Cont
,AO,Adult Other
200404863.0,AO,
200211491.0,AO,Adult Other
,IC,Invest Cont
201013643.0,AA,
,IC,
200114078.0,IC,
200716058.0,IC,Invest Cont
,AA,Adult Arrest
200515677.0,IC,Invest Cont
200711920.0,,Invest Cont
,IC,Invest Cont
201106130.0,IC,Invest Cont
,IC,Invest Cont
201306218.0,IC,
200505645.0,IC,Invest Cont
200514316.0,,Adult Other
201013667.0,AA,Adult Arrest
,,Invest Cont
200200846.0,AA,Adult Arrest
200310225.0,IC,
200816568.0,,
200105351.0,IC,Invest Cont
201222649.0,IC,Invest Cont
201109803.0,IC,Invest Cont
201013693.0,AO,Adult Other
,IC,
,AA,
201208499.0,IC,Invest Cont
200206487.0,,Adult Other
200305547.0,IC,Invest Cont
,IC,
200118574.0,IC,Invest Cont
200104459.0,,Invest Cont
,,Invest Cont
,IC,
201226396.0,,Invest Cont
201106986.0,,Adult Other
200906595.0,,Invest Cont
,IC,Invest Cont
,,Adult Other
200511775.0,,Invest Cont
200218354.0,IC,Invest Cont
200413673.0,IC,Invest Cont
201111417.0,IC,Invest Cont
200900643.0,AA,Adult Arrest
200808720.0,IC,Invest Cont
200916665.0,,Adult Arrest
200612181.0,,Invest Cont
201225017.0,IC,Invest Cont
,AA,Adult Arrest
200608669.0,IC,Invest Cont
200412410.0,IC,Invest Cont
,IC,Invest Cont
201301192.0,IC,
200607854.0,IC,
,IC,Invest Cont
,IC,Invest Cont
201220125.0,AA,
,AA,
201105016.0,AA,
201221140.0,,Invest Cont
,AA,
200304403.0,,Invest Cont
,,Invest Cont
200218624.0,IC,Invest Cont
200705376.0,,Invest Cont
200216032.0,AA,Adult Arrest
201016098.0,IC,Invest Cont
201105275.0,IC,Invest Cont
,AA,Adult Arrest
200319799.0,IC,Invest Cont
201114543.0,IC,
200120632.0,IC,Invest Cont
200400501.0,AA,Adult Arrest
200811626.0,,Invest Cont
200713387.0,AO,Adult Other
201106261.0,AO,
200814044.0,IC,
200609610.0,IC,Invest Cont
200206350.0,,Invest Cont
201215546.0,,Invest Cont
200913102.0,IC,Invest Cont
201110594.0,IC,
,IC,Invest Cont
,IC,
200911570.0,,Invest Cont
201223151.0,,
200214631.0,IC,Invest Cont
200320893.0,IC,Invest Cont
201210802.0,IC,
200608872.0,IC,Invest Cont
200613355.0,IC,Invest Cont
200619879.0,IC,Invest Cont
200218318.0,IC,
,,Invest Cont
200205203.0,IC,Invest Cont
200705781.0,,
201010032.0,,Adult Other
200118253.0,IC,Invest Cont
201225448.0,IC,
200312250.0,IC,Invest Cont
,,
200512425.0,IC,
201215030.0,IC,
201111890.0,IC,Invest Cont
201210231.0,IC,
201116364.0,IC,Invest Cont
200910040.0,IC,Invest Cont
200608744.0,IC,
200516164.0,,Invest Cont
200513225.0,IC,Invest Cont
200510784.0,IC,
200509077.0,IC,
,,Invest Cont
200415449.0,,Invest Cont
,IC,Invest Cont
200107425.0,IC,Invest Cont
200407260.0,,Invest Cont
200513281.0,,
,IC,
200316806.0,,Adult Other
200513785.0,AA,Adult Arrest
200106479.0,IC,Invest Cont
,,Invest Cont
200814146.0,IC,
201306286.0,,
200319683.0,IC,Invest Cont
201308041.0,AO,
200708933.0,IC,Invest Cont
201309677.0,,
200513459.0,,Invest Cont
201226628.0,IC,Invest Cont
201012616.0,IC,Invest Cont
200322255.0,IC,Invest Cont
,IC,Invest Cont
200317070.0,AA,Adult Arrest
201306380.0,IC,
201227132.0,AO,Adult Other
200216647.0,AO,Adult Other
201205892.0,IC,Invest Cont
200119219.0,IC,Invest Cont
200714821.0,,Invest Cont
200205962.0,AO,Adult Other
200100785.0,AA,Adult Arrest
200210990.0,AA,Adult Arrest
200900692.0,,
200619173.0,IC,Invest Cont
,IC,Invest Cont
201111232.0,,
200204971.0,,Adult Other
200918273.0,IC,Invest Cont
200808402.0,IC,Invest Cont
200608725.0,,Invest Cont
200317006.0,IC,Invest Cont
201114821.0,IC,Invest Cont
200312536.0,,Invest Cont
200619188.0,IC,Invest Cont
200517203.0,IC,Invest Cont
200315252.0,IC,Invest Cont
200712996.0,IC,Invest Cont
201222673.0,AO,Adult Other
,AO,
,IC,Invest Cont
200207550.0,IC,
201116813.0,,Adult Other
,IC,
201108622.0,IC,Invest Cont
,IC,Invest Cont
201209935.0,IC,Invest Cont
200516666.0,AO,
200216265.0,IC,
200404623.0,IC,
200110798.0,,Adult Arrest
,IC,
,,Adult Other
201217463.0,IC,Invest Cont
200906714.0,,
201011115.0,AO,Adult Other
200114879.0,,
,AO,Adult Other
201212971.0,AO,Adult Other
,IC,Invest Cont
,IC,
,AA,Adult Arrest
,IC,Invest Cont
,IC,Invest Cont
200313276.0,,
,IC,
,,
,IC,
200707316.0,IC,Invest Cont
200207116.0,AA,
200707512.0,,
,IC,Invest Cont
201205778.0,AO,Adult Other
,IC,
200414151.0,AO,
,AO,Adult Other
,IC,Invest Cont
201226821.0,,Adult Arrest
,,Invest Cont
,IC,Invest Cont
200712122.0,IC,
200709012.0,AO,Adult Other
200816097.0,,
201218569.0,,Invest Cont
200209268.0,IC,Invest Cont
201112955.0,AA,
200219183.0,IC,Invest Cont
,AO,Adult Other
201223951.0,IC,
201100801.0,IC,Invest Cont
200608092.0,,
,IC,Invest Cont
200321818.0,IC,Invest Cont
200511054.0,AO,
200111724.0,,Invest Cont
200507312.0,,Invest Cont
200806418.0,IC,Invest Cont
,IC,Invest Cont
200116347.0,IC,
200518355.0,IC,Invest Cont
,,
,IC,Invest Cont
200308454.0,IC,Invest Cont
200412669.0,IC,Invest Cont
,IC,Invest Cont
200914713.0,IC,
201013314.0,AO,Adult Other
,,Adult Arrest
201105289.0,,Invest Cont
200605747.0,,
200200570.0,AA,Adult Arrest
200900848.0,,Adult Arrest
200710489.0,IC,Invest Cont
200805812.0,IC,
200312906.0,IC,Invest Cont
200908232.0,AA,
201104646.0,IC,Invest Cont
200113047.0,IC,Invest Cont
200806072.0,IC,Invest Cont
,IC,Invest Cont
200508618.0,IC,
201014816.0,,Adult Other
200511987.0,IC,Invest Cont
200211283.0,IC,Invest Cont
200216440.0,AO,Adult Other
200717115.0,,Invest Cont
200209225.0,AO,Adult Other
200610426.0,,
201006427.0,AA,Adult Arrest
200110618.0,,
200113113.0,IC,Invest Cont
,IC,
200105087.0,IC,Invest Cont
200315233.0,,Invest Cont
200112640.0,,Invest Cont
200105771.0,IC,
200709519.0,IC,Invest Cont
201109681.0,AO,
200710204.0,IC,
200414995.0,,Invest Cont
,,Invest Cont
200609804.0,IC,Invest Cont
201213061.0,,Adult Other
,AA,
201008325.0,,
201014939.0,,
,IC,
200111014.0,IC,Invest Cont
201005148.0,IC,Invest Cont
,IC,Invest Cont
200619124.0,IC,
201207733.0,IC,Invest Cont
200322186.0,IC,Invest Cont
201110162.0,,Adult Other
200319982.0,,Invest Cont
,IC,Invest Cont
200105990.0,,Invest Cont
200613650.0,,Invest Cont
201309593.0,,Invest Cont
200213976.0,IC,Invest Cont
200306603.0,,Invest Cont
201009451.0,IC,
,IC,Invest Cont
201011581.0,IC,Invest Cont
200510476.0,AA,Adult Arrest
201009732.0,AO,Adult Other
200205367.0,IC,
200611305.0,IC,Invest Cont
200205401.0,IC,
200814235.0,,Invest Cont
200705366.0,IC,
,AO,
200414612.0,AO,
,IC,
200715686.0,IC,
,,Invest Cont
200706934.0,IC,
,,Adult Arrest
201227065.0,IC,
,IC,Invest Cont
201014880.0,IC,Invest Cont
201214519.0,,Invest Cont
200810126.0,,Invest Cont
201206932.0,AO,Adult Other
200609752.0,,Invest Cont
,AA,
200511829.0,AO,
200817541.0,IC,Invest Cont
,AO,Adult Other
,IC,Invest Cont
201109670.0,AO,Adult Other
201209022.0,IC,Invest Cont
200911267.0,IC,Invest Cont
200110136.0,,Adult Other
,,
200707580.0,IC,Invest Cont
200918037.0,IC,Invest Cont
,,Invest Cont
200908665.0,AO,Adult Other
,IC,Invest Cont
,,Invest Cont
201011270.0,IC,Invest Cont
200907051.0,IC,Invest Cont
,IC,Invest Cont
200121573.0,IC,Invest Cont
200817559.0,IC,Invest Cont
200116075.0,,Adult Other
200122904.0,,
,IC,Invest Cont
200900720.0,AA,Adult Arrest
200512569.0,,
,IC,
200917150.0,IC,Invest Cont
201007791.0,IC,
,AO,Adult Other
,AO,
200315558.0,IC,Invest Cont
200817186.0,IC,Invest Cont
201113750.0,IC,Invest Cont
,IC,Invest Cont
200808456.0,AA,Adult Arrest
200817443.0,,
200405764.0,,
201207270.0,IC,
200216787.0,IC,
200116286.0,IC,Invest Cont
200511705.0,,Adult Arrest
200807308.0,IC,Invest Cont
,IC,
200715808.0,IC,Invest Cont
200904167.0,IC,Invest Cont
200205884.0,AA,Adult Arrest
200408654.0,IC,
,IC,
201011177.0,IC,
200712026.0,IC,Invest Cont
201013431.0,,Invest Cont
200109031.0,IC,
,IC,
200113063.0,IC,Invest Cont
200318484.0,IC,
200614417.0,IC,Invest Cont
200815066.0,,Invest Cont
200906880.0,IC,Invest Cont
201004647.0,IC,Invest Cont
200122218.0,IC,Invest Cont
200315826.0,IC,Invest Cont
201109447.0,IC,Invest Cont
,IC,Invest Cont
201217408.0,IC,Invest Cont
201218485.0,IC,Invest Cont
200116290.0,,
,IC,Invest Cont
,IC,Invest Cont
,AO,
201209220.0,AO,Adult Other
200121920.0,IC,Invest Cont
201113882.0,IC,Invest Cont
200305768.0,,Invest Cont
200311721.0,IC,Invest Cont
200111975.0,AA,Adult Arrest
,AA,Adult Arrest
200111005.0,IC,Invest Cont
200112422.0,AO,
201005336.0,,Invest Cont
200708062.0,IC,Invest Cont
200214982.0,IC,
200712641.0,,Invest Cont
201207697.0,JA,Juv Arrest
200311576.0,IC,Invest Cont
,AA,Adult Arrest
200711295.0,IC,Invest Cont
200311703.0,IC,Invest Cont
200105107.0,AO,Adult Other
200120979.0,IC,
200815036.0,IC,Invest Cont
,,Invest Cont
200209018.0,IC,Invest Cont
,,Invest Cont
201217442.0,IC,Invest Cont
200716969.0,IC,Invest Cont
201010324.0,AA,
,AA,
200216579.0,IC,Invest Cont
200900646.0,,Adult Arrest
,IC,Invest Cont
200618941.0,,Invest Cont
200913949.0,IC,Invest Cont
201209283.0,IC,Invest Cont
200312226.0,IC,
200118993.0,IC,Invest Cont
201109558.0,IC,Invest Cont
,,Invest Cont
200504705.0,,Invest Cont
200509089.0,IC,Invest Cont
200606953.0,AA,Adult Arrest
,IC,Invest Cont
,AO,
,IC,Invest Cont
200109341.0,IC,Invest Cont
